y,b,media_estrategias_mantidas,std_estrategias_mantidas
24,17,1.1,0.4380858271151807
24,18,1.1,0.4380858271151807
24,19,2.17,0.4934930126509934
24,20,1.98,1.0048367875913826
25,16,1.0,0.0
25,17,1.0,0.0
25,18,1.04,0.2814105882725794
25,19,1.58,0.5717243101956456
25,20,1.24,0.6531972647421808
21,21,2.92,0.2726599243442907
21,22,2.98,0.1407052941362897
21,23,3.0,0.0
21,24,3.0,0.0
21,25,2.96,0.1969463855669324
22,21,2.85,0.3588702812826367
22,22,2.98,0.1407052941362897
22,23,3.0,0.0
22,24,3.0,0.0
22,25,2.99,0.0999999999999999
23,21,2.9,0.3015113445777636
23,22,2.98,0.1407052941362897
23,23,3.0,0.0
23,24,3.0,0.0
23,25,3.0,0.0
24,21,2.85,0.3588702812826366
24,22,2.98,0.1407052941362897
24,23,3.0,0.0
24,24,3.0,0.0
24,25,3.0,0.0
25,21,2.36,0.5029207620781756
25,22,2.78,0.4163331998932265
25,23,2.93,0.2564323999762427
25,24,2.99,0.0999999999999999
25,25,3.0,0.0
21,26,2.16,0.3684529491774706
21,27,2.0,0.0
21,28,2.0,0.0
21,29,2.0,0.0
21,30,2.0,0.0
22,26,2.65,0.4793724854411022
22,27,2.02,0.1407052941362897
22,28,2.0,0.0
22,29,2.0,0.0
22,30,2.0,0.0
23,26,2.87,0.3379976689896311
23,27,2.05,0.2190429135575902
23,28,2.0,0.0
23,29,2.0,0.0
23,30,2.0,0.0
24,26,3.0,0.0
24,27,2.56,0.4988876515698589
24,28,2.01,0.0999999999999999
24,29,2.0,0.0
24,30,2.0,0.0
25,26,2.99,0.1
25,27,2.92,0.2726599243442908
25,28,2.7,0.4605661864718383
25,29,2.04,0.1969463855669322
25,30,2.0,0.0
21,31,2.0,0.0
21,32,2.0,0.0
21,33,1.98,0.1407052941362896
21,34,1.94,0.2386832565759419
21,35,1.9,0.3015113445777636
22,31,2.0,0.0
22,32,2.0,0.0
22,33,1.98,0.1407052941362896
22,34,1.95,0.2190429135575903
22,35,1.92,0.2726599243442907
23,31,2.0,0.0
23,32,2.0,0.0
23,33,1.98,0.1407052941362896
23,34,1.97,0.1714466079977653
23,35,1.93,0.2564323999762428
24,31,2.0,0.0
24,32,2.0,0.0
24,33,1.99,0.0999999999999999
24,34,1.98,0.1407052941362896
24,35,1.94,0.238683256575942
25,31,2.0,0.0
25,32,2.0,0.0
25,33,1.96,0.1969463855669324
25,34,1.97,0.1714466079977653
25,35,1.92,0.2726599243442907
21,36,1.78,0.4163331998932266
21,37,1.8,0.4020151261036849
21,38,1.91,0.2876234912646613
21,39,1.92,0.2726599243442907
21,40,1.92,0.2726599243442907
22,36,1.81,0.3942772444036625
22,37,1.81,0.3942772444036626
22,38,1.91,0.2876234912646613
22,39,1.92,0.2726599243442907
22,40,1.92,0.2726599243442907
23,36,1.81,0.3942772444036625
23,37,1.83,0.3775251680686369
23,38,1.92,0.2726599243442907
23,39,1.92,0.2726599243442907
23,40,1.93,0.2564323999762428
24,36,1.85,0.3588702812826367
24,37,1.86,0.3487350880197771
24,38,1.93,0.2564323999762428
24,39,1.92,0.2726599243442907
24,40,1.93,0.2564323999762428
25,36,1.75,0.4351941398892447
25,37,1.77,0.4229525846816507
25,38,1.87,0.3379976689896311
25,39,1.9,0.3015113445777637
25,40,1.89,0.3144660377352202
21,41,1.95,0.2190429135575903
21,42,1.95,0.2190429135575903
22,41,1.96,0.1969463855669324
22,42,1.95,0.2190429135575903
23,41,1.97,0.1714466079977653
23,42,1.96,0.1969463855669324
24,41,1.97,0.1714466079977653
24,42,1.96,0.1969463855669324
25,41,1.91,0.2876234912646613
25,42,1.92,0.2726599243442907
21,41,1.95,0.2190429135575903
21,42,1.95,0.2190429135575903
22,41,1.96,0.1969463855669324
22,42,1.95,0.2190429135575903
23,41,1.97,0.1714466079977653
23,42,1.96,0.1969463855669324
24,41,1.97,0.1714466079977653
24,42,1.96,0.1969463855669324
25,41,1.91,0.2876234912646613
25,42,1.92,0.2726599243442907
26,1,2.0,0.0
26,2,2.0,0.0
26,3,2.0,0.0
26,4,2.0,0.0
26,5,2.0,0.0
27,1,2.0,0.0
27,2,2.0,0.0
27,3,2.0,0.0
27,4,2.0,0.0
27,5,2.0,0.0
28,1,2.0,0.0
28,2,2.0,0.0
28,3,2.0,0.0
28,4,2.0,0.0
28,5,2.0,0.0
29,1,2.0,0.0
29,2,2.0,0.0
29,3,2.0,0.0
29,4,2.0,0.0
29,5,2.0,0.0
30,1,1.94,0.238683256575942
30,2,1.99,0.1
30,3,2.0,0.0
30,4,2.0,0.0
30,5,2.0,0.0
26,6,2.0,0.0
26,7,2.0,0.0
26,8,2.0,0.0
26,9,2.0,0.0
26,10,1.0,0.0
27,6,2.0,0.0
27,7,2.0,0.0
27,8,2.0,0.0
27,9,2.0,0.0
27,10,1.0,0.0
28,6,2.0,0.0
28,7,2.0,0.0
28,8,2.0,0.0
28,9,2.0,0.0
28,10,1.23,0.4229525846816506
29,6,2.0,0.0
29,7,2.0,0.0
29,8,2.0,0.0
29,9,2.0,0.0
29,10,2.0,0.0
30,6,2.0,0.0
30,7,2.0,0.0
30,8,2.0,0.0
30,9,2.0,0.0
30,10,2.0,0.0
26,11,1.0,0.0
26,12,1.0,0.0
26,13,1.0,0.0
26,14,1.0,0.0
26,15,1.0,0.0
27,11,1.0,0.0
27,12,1.0,0.0
27,13,1.0,0.0
27,14,1.0,0.0
27,15,1.0,0.0
28,11,1.0,0.0
28,12,1.0,0.0
28,13,1.0,0.0
28,14,1.0,0.0
28,15,1.0,0.0
29,11,1.0,0.0
29,12,1.0,0.0
29,13,1.0,0.0
29,14,1.0,0.0
29,15,1.0,0.0
30,11,1.0,0.0
30,12,1.0,0.0
30,13,1.0,0.0
30,14,1.0,0.0
30,15,1.0,0.0
26,16,1.0,0.0
26,17,1.0,0.0
26,18,1.02,0.1999999999999999
26,19,1.21,0.4560480215720687
26,20,1.04,0.2814105882725794
27,16,1.0,0.0
27,17,1.0,0.0
27,18,1.0,0.0
27,19,1.02,0.1407052941362897
27,20,1.0,0.0
28,16,1.0,0.0
28,17,1.0,0.0
28,18,1.0,0.0
28,19,1.0,0.0
28,20,1.0,0.0
29,16,1.0,0.0
29,17,1.0,0.0
29,18,1.0,0.0
29,19,1.0,0.0
29,20,1.0,0.0
30,16,1.0,0.0
30,17,1.0,0.0
30,18,1.0,0.0
30,19,1.0,0.0
30,20,1.0,0.0
26,21,1.97,0.6583573068132104
26,22,2.3,0.5595813731096785
26,23,2.66,0.4968588198559898
26,24,2.85,0.3588702812826367
26,25,2.9,0.3015113445777636
27,21,1.41,0.5702205846437983
27,22,1.78,0.6289320754704402
27,23,2.12,0.655666828426595
27,24,2.55,0.6092717958449425
27,25,2.59,0.4943110704237102
28,21,1.11,0.3144660377352202
28,22,1.26,0.4408440022768081
28,23,1.59,0.5876678784428628
28,24,1.72,0.739642283182017
28,25,2.18,0.592546294487706
29,21,1.01,0.1
29,22,1.08,0.2726599243442906
29,23,1.24,0.4521553322083512
29,24,1.24,0.4948216697442474
29,25,1.75,0.625630994607957
30,21,1.0,0.0
30,22,1.0,0.0
30,23,1.03,0.1714466079977653
30,24,1.09,0.3785938897200182
30,25,1.32,0.5295319068800673
26,26,2.86,0.3487350880197769
26,27,2.9,0.3015113445777636
26,28,2.62,0.4878317312145632
26,29,2.1,0.3015113445777636
26,30,2.0,0.0
27,26,2.7,0.4605661864718383
27,27,2.67,0.4725815626252608
27,28,2.55,0.4999999999999998
27,29,2.15,0.3588702812826366
27,30,2.0,0.0
28,26,2.26,0.4845074558223793
28,27,2.37,0.4852365870939099
28,28,2.33,0.4934930126509934
28,29,2.21,0.4093601807403325
28,30,2.0,0.0
29,26,2.0,0.5685352436149613
29,27,2.12,0.4980771105770751
29,28,2.06,0.4886592665527575
29,29,2.06,0.3974667256259293
29,30,1.98,0.1999999999999999
30,26,1.55,0.5573204290227128
30,27,1.67,0.6039432711335352
30,28,1.8,0.568535243614961
30,29,1.87,0.5441145155760927
30,30,1.89,0.4471006485110371
26,31,2.0,0.0
26,32,1.98,0.1407052941362896
26,33,1.95,0.2190429135575903
26,34,1.92,0.2726599243442907
26,35,1.76,0.4292346959909279
27,31,1.99,0.1
27,32,1.97,0.1714466079977653
27,33,1.91,0.2876234912646614
27,34,1.82,0.386122919665369
27,35,1.61,0.4902071300001973
28,31,1.97,0.1714466079977653
28,32,1.95,0.2190429135575903
28,33,1.85,0.3588702812826366
28,34,1.75,0.4351941398892445
28,35,1.53,0.5016135580465918
29,31,1.96,0.1969463855669324
29,32,1.91,0.2876234912646614
29,33,1.75,0.4351941398892446
29,34,1.64,0.4824181513244218
29,35,1.44,0.4988876515698588
30,31,1.87,0.3379976689896312
30,32,1.8,0.4020151261036847
30,33,1.68,0.4688261722621507
30,34,1.49,0.5024183937956914
30,35,1.34,0.4760952285695232
26,36,1.66,0.4760952285695234
26,37,1.68,0.4688261722621508
26,38,1.79,0.4093601807403325
26,39,1.82,0.386122919665369
26,40,1.83,0.3775251680686369
27,36,1.53,0.5016135580465919
27,37,1.56,0.4988876515698588
27,38,1.63,0.4852365870939097
27,39,1.74,0.4408440022768081
27,40,1.74,0.4408440022768081
28,36,1.42,0.4960449637488581
28,37,1.49,0.5024183937956914
28,38,1.56,0.4988876515698588
28,39,1.7,0.4605661864718383
28,40,1.71,0.4560480215720686
29,36,1.35,0.4793724854411023
29,37,1.41,0.4943110704237103
29,38,1.5,0.502518907629606
29,39,1.57,0.497569851956243
29,40,1.63,0.4852365870939097
30,36,1.3,0.4605661864718383
30,37,1.32,0.4688261722621508
30,38,1.44,0.498887651569859
30,39,1.47,0.5016135580465919
30,40,1.55,0.5
26,41,1.89,0.3144660377352201
26,42,1.92,0.2726599243442907
27,41,1.85,0.3588702812826366
27,42,1.86,0.348735088019777
28,41,1.81,0.3942772444036624
28,42,1.81,0.3942772444036625
29,41,1.75,0.4351941398892445
29,42,1.73,0.4461960433384737
30,41,1.65,0.4793724854411023
30,42,1.68,0.4688261722621508
26,41,1.89,0.3144660377352201
26,42,1.92,0.2726599243442907
27,41,1.85,0.3588702812826366
27,42,1.86,0.348735088019777
28,41,1.81,0.3942772444036624
28,42,1.81,0.3942772444036625
29,41,1.75,0.4351941398892445
29,42,1.73,0.4461960433384737
30,41,1.65,0.4793724854411023
30,42,1.68,0.4688261722621508
31,1,1.94,0.2386832565759419
31,2,1.96,0.1969463855669323
31,3,1.99,0.1
31,4,2.0,0.0
31,5,2.0,0.0
32,1,1.8,0.4020151261036849
32,2,1.87,0.3379976689896311
32,3,1.93,0.2564323999762427
32,4,1.97,0.1714466079977653
32,5,1.98,0.1407052941362896
33,1,1.62,0.4878317312145634
33,2,1.75,0.4351941398892446
33,3,1.8,0.4020151261036848
33,4,1.91,0.2876234912646613
33,5,1.91,0.2876234912646613
34,1,1.45,0.5
34,2,1.54,0.5009082659620331
34,3,1.65,0.4793724854411023
34,4,1.8,0.4020151261036848
34,5,1.8,0.4020151261036848
35,1,1.33,0.4725815626252608
35,2,1.45,0.5
35,3,1.55,0.5000000000000001
35,4,1.71,0.4560480215720685
35,5,1.71,0.4560480215720685
31,6,2.0,0.0
31,7,2.0,0.0
31,8,2.0,0.0
31,9,2.0,0.0
31,10,2.0,0.0
32,6,1.98,0.1407052941362896
32,7,1.98,0.1407052941362896
32,8,1.99,0.0999999999999999
32,9,2.0,0.0
32,10,2.0,0.0
33,6,1.91,0.2876234912646613
33,7,1.91,0.2876234912646613
33,8,1.91,0.2876234912646613
33,9,1.98,0.1407052941362896
33,10,2.0,0.0
34,6,1.8,0.4020151261036848
34,7,1.8,0.4020151261036848
34,8,1.8,0.4020151261036848
34,9,1.91,0.2876234912646613
34,10,1.98,0.1407052941362896
35,6,1.71,0.4560480215720685
35,7,1.71,0.4560480215720685
35,8,1.71,0.4560480215720685
35,9,1.8,0.4020151261036849
35,10,1.91,0.2876234912646613
31,11,1.0,0.0
31,12,1.0,0.0
31,13,1.0,0.0
31,14,1.0,0.0
31,15,1.0,0.0
32,11,1.44,0.4988876515698588
32,12,1.0,0.0
32,13,1.0,0.0
32,14,1.0,0.0
32,15,1.0,0.0
33,11,2.0,0.0
33,12,1.0,0.0
33,13,1.0,0.0
33,14,1.0,0.0
33,15,1.0,0.0
34,11,1.99,0.1
34,12,1.0,0.0
34,13,1.0,0.0
34,14,1.0,0.0
34,15,1.0,0.0
35,11,1.98,0.1407052941362896
35,12,1.0,0.0
35,13,1.0,0.0
35,14,1.0,0.0
35,15,1.0,0.0
31,16,1.0,0.0
31,17,1.0,0.0
31,18,1.0,0.0
31,19,1.0,0.0
31,20,1.0,0.0
32,16,1.0,0.0
32,17,1.0,0.0
32,18,1.0,0.0
32,19,1.0,0.0
32,20,1.0,0.0
33,16,1.0,0.0
33,17,1.0,0.0
33,18,1.0,0.0
33,19,1.0,0.0
33,20,1.0,0.0
34,16,1.0,0.0
34,17,1.0,0.0
34,18,1.0,0.0
34,19,1.0,0.0
34,20,1.0,0.0
35,16,1.0,0.0
35,17,1.0,0.0
35,18,1.0,0.0
35,19,1.0,0.0
35,20,1.0,0.0
31,21,1.0,0.0
31,22,1.0,0.0
31,23,1.0,0.0
31,24,1.01,0.0999999999999999
31,25,1.05,0.2611164839335467
32,21,1.0,0.0
32,22,1.0,0.0
32,23,1.0,0.0
32,24,1.0,0.0
32,25,1.01,0.1
33,21,1.0,0.0
33,22,1.0,0.0
33,23,1.0,0.0
33,24,1.0,0.0
33,25,1.0,0.0
34,21,1.0,0.0
34,22,1.0,0.0
34,23,1.0,0.0
34,24,1.0,0.0
34,25,1.0,0.0
35,21,1.0,0.0
35,22,1.0,0.0
35,23,1.0,0.0
35,24,1.0,0.0
35,25,1.0,0.0
31,26,1.15,0.3859920970562726
31,27,1.34,0.5167888418597166
31,28,1.49,0.5594911107696913
31,29,1.55,0.592461054424762
31,30,1.64,0.5226196639347904
32,26,1.02,0.1407052941362897
32,27,1.12,0.3561863092100634
32,28,1.19,0.4191140246479062
32,29,1.26,0.4631905164675272
32,30,1.35,0.4999999999999999
33,26,1.01,0.1
33,27,1.03,0.2227015033536136
33,28,1.04,0.1969463855669324
33,29,1.13,0.337997668989631
33,30,1.16,0.3684529491774707
34,26,1.0,0.0
34,27,1.01,0.1
34,28,1.02,0.1407052941362897
34,29,1.05,0.2190429135575903
34,30,1.05,0.2190429135575903
35,26,1.0,0.0
35,27,1.0,0.0
35,28,1.01,0.1
35,29,1.02,0.1407052941362897
35,30,1.02,0.1407052941362896
31,31,1.62,0.5081159495448044
31,32,1.64,0.4824181513244218
31,33,1.54,0.5009082659620331
31,34,1.4,0.492365963917331
31,35,1.29,0.4560480215720686
32,31,1.37,0.4852365870939097
32,32,1.38,0.4878317312145633
32,33,1.38,0.4878317312145636
32,34,1.3,0.4605661864718381
32,35,1.23,0.4229525846816507
33,31,1.25,0.4351941398892446
33,32,1.23,0.4229525846816507
33,33,1.26,0.4408440022768081
33,34,1.23,0.4229525846816508
33,35,1.11,0.3144660377352201
34,31,1.07,0.2564323999762428
34,32,1.13,0.3379976689896311
34,33,1.21,0.4093601807403325
34,34,1.12,0.3265986323710904
34,35,1.08,0.2726599243442907
35,31,1.04,0.1969463855669324
35,32,1.07,0.2564323999762428
35,33,1.09,0.2876234912646613
35,34,1.09,0.2876234912646614
35,35,1.07,0.2564323999762428
31,36,1.22,0.4163331998932265
31,37,1.26,0.440844002276808
31,38,1.31,0.4648231987117316
31,39,1.36,0.4824181513244218
31,40,1.46,0.5009082659620332
32,36,1.14,0.3487350880197769
32,37,1.21,0.4093601807403323
32,38,1.25,0.4351941398892446
32,39,1.31,0.4648231987117316
32,40,1.42,0.4960449637488582
33,36,1.12,0.3265986323710904
33,37,1.16,0.3684529491774707
33,38,1.2,0.4020151261036849
33,39,1.24,0.4292346959909279
33,40,1.4,0.4923659639173309
34,36,1.08,0.2726599243442908
34,37,1.11,0.3144660377352201
34,38,1.2,0.4020151261036849
34,39,1.24,0.429234695990928
34,40,1.41,0.4943110704237105
35,36,1.05,0.2190429135575903
35,37,1.08,0.2726599243442907
35,38,1.19,0.3942772444036626
35,39,1.22,0.4163331998932266
35,40,1.39,0.4902071300001973
31,41,1.57,0.497569851956243
31,42,1.68,0.4688261722621507
32,41,1.56,0.4988876515698588
32,42,1.72,0.4512608598542131
33,41,1.57,0.497569851956243
33,42,1.7,0.4605661864718383
34,41,1.54,0.5009082659620331
34,42,1.73,0.4461960433384737
35,41,1.55,0.4999999999999998
35,42,1.71,0.4560480215720687
31,41,1.57,0.497569851956243
31,42,1.68,0.4688261722621507
32,41,1.56,0.4988876515698588
32,42,1.72,0.4512608598542131
33,41,1.57,0.497569851956243
33,42,1.7,0.4605661864718383
34,41,1.54,0.5009082659620331
34,42,1.73,0.4461960433384737
35,41,1.55,0.4999999999999998
35,42,1.71,0.4560480215720687
36,6,1.5,0.5025189076296059
36,7,1.5,0.5025189076296059
36,8,1.5,0.5025189076296059
36,9,1.68,0.4688261722621507
36,10,1.77,0.4229525846816506
37,6,1.54,0.5009082659620332
37,7,1.54,0.5009082659620332
37,8,1.54,0.5009082659620332
37,9,1.68,0.4688261722621506
37,10,1.81,0.3942772444036624
38,6,1.58,0.496044963748858
38,7,1.58,0.496044963748858
38,8,1.58,0.496044963748858
38,9,1.71,0.4560480215720684
38,10,1.85,0.3588702812826367
39,6,1.63,0.4852365870939097
39,7,1.63,0.4852365870939097
39,8,1.63,0.4852365870939097
39,9,1.76,0.4292346959909278
39,10,1.84,0.3684529491774706
40,6,1.72,0.4512608598542129
40,7,1.72,0.4512608598542129
40,8,1.72,0.4512608598542129
40,9,1.8,0.4020151261036848
40,10,1.88,0.3265986323710904
36,11,1.85,0.3588702812826366
36,12,1.28,0.451260859854213
36,13,1.0,0.0
36,14,1.0,0.0
36,15,1.0,0.0
37,11,1.86,0.348735088019777
37,12,1.97,0.1714466079977653
37,13,1.0,0.0
37,14,1.0,0.0
37,15,1.0,0.0
38,11,1.93,0.2564323999762428
38,12,1.97,0.1714466079977653
38,13,1.0,0.0
38,14,1.0,0.0
38,15,1.0,0.0
39,11,1.95,0.2190429135575903
39,12,1.99,0.1
39,13,1.0,0.0
39,14,1.0,0.0
39,15,1.0,0.0
40,11,1.94,0.238683256575942
40,12,1.98,0.1407052941362896
40,13,1.0,0.0
40,14,1.0,0.0
40,15,1.0,0.0
36,16,1.0,0.0
36,17,1.0,0.0
36,18,1.0,0.0
36,19,1.0,0.0
36,20,1.0,0.0
37,16,1.0,0.0
37,17,1.0,0.0
37,18,1.0,0.0
37,19,1.0,0.0
37,20,1.0,0.0
38,16,1.0,0.0
38,17,1.0,0.0
38,18,1.0,0.0
38,19,1.0,0.0
38,20,1.0,0.0
39,16,1.0,0.0
39,17,1.0,0.0
39,18,1.0,0.0
39,19,1.0,0.0
39,20,1.0,0.0
40,16,1.0,0.0
40,17,1.0,0.0
40,18,1.0,0.0
40,19,1.0,0.0
40,20,1.0,0.0
36,21,1.0,0.0
36,22,1.0,0.0
36,23,1.0,0.0
36,24,1.0,0.0
36,25,1.0,0.0
37,21,1.0,0.0
37,22,1.0,0.0
37,23,1.0,0.0
37,24,1.0,0.0
37,25,1.0,0.0
38,21,1.0,0.0
38,22,1.0,0.0
38,23,1.0,0.0
38,24,1.0,0.0
38,25,1.0,0.0
39,21,1.0,0.0
39,22,1.0,0.0
39,23,1.0,0.0
39,24,1.0,0.0
39,25,1.0,0.0
40,21,1.0,0.0
40,22,1.0,0.0
40,23,1.0,0.0
40,24,1.0,0.0
40,25,1.0,0.0
