pop,t,freq_O,freq_Y,freq_B,r_mean,r_O,r_Y,r_B
0,-1,0.3331,0.3381,0.3288,4.4823,4.456919843890724,4.496302868973676,4.493613138686132
0,0,0.2783,0.3351,0.3866,1.333,1.3704635285662954,1.2682781259325575,1.3621314019658561
0,1,0.3116,0.3397,0.3487,2.5395,2.649229781771502,3.055342949661466,1.938915973616289
0,2,0.2875,0.3328,0.3797,2.2057,1.9158260869565218,3.0540865384615383,1.681590729523308
0,3,0.2765,0.2596,0.4639,1.8324,1.6987341772151898,2.3066255778120186,1.6466910972192284
0,4,0.2983,0.2303,0.4714,1.8353,1.6402950050284948,2.601823708206687,1.584217225286381
0,5,0.3172,0.2404,0.4424,2.1532,2.0349936948297604,3.2853577371048255,1.6227396021699818
0,6,0.2924,0.2578,0.4498,2.2671,2.3190834473324213,3.3762606671838635,1.5975989328590485
0,7,0.2565,0.2664,0.4771,2.5048,2.7738791423001947,3.47972972972973,1.8157618947809684
0,8,0.2373,0.2707,0.492,2.3482,3.125158027812895,3.084595493165866,1.5682926829268293
0,9,0.1847,0.314,0.5013,2.5918,3.7558202490525177,3.406687898089172,1.6525034909235987
0,10,0.1314,0.3474,0.5212,2.2814,3.4467275494672753,2.9438687392055267,1.5460475825019186
0,11,0.1692,0.3336,0.4972,2.2956,4.766548463356974,2.1043165467625897,1.583065164923572
0,12,0.195,0.4097,0.3953,2.6641,5.175897435897436,2.610934830363681,1.4801416645585632
0,13,0.219,0.5023,0.2787,2.6261,5.3780821917808215,2.0629106111885327,1.4786508790814497
0,14,0.2453,0.581,0.1737,3.4061,5.958825927435793,2.8891566265060242,1.5302245250431779
0,15,0.1996,0.7033,0.0971,2.7586,6.365230460921843,1.909284800227499,1.4963954685890835
0,16,0.0783,0.8527,0.069,2.6911,5.043422733077906,2.563621437785857,1.5971014492753624
0,17,0.0323,0.8502,0.1175,2.48,6.0092879256965945,2.4988238061632555,1.3736170212765957
0,18,0.0207,0.7868,0.1925,2.1517,6.323671497584541,2.219369598373157,1.4264935064935065
0,19,0.0659,0.7074,0.2267,2.3657,6.355083459787557,2.2948826689284703,1.4269960299955888
0,20,0.0634,0.6859,0.2507,2.3738,5.966876971608833,2.38795742819653,1.426406063023534
0,21,0.0395,0.6076,0.3529,2.2109,6.0987341772151895,2.3275181040158,1.5749504108812695
0,22,0.0584,0.5234,0.4182,2.0898,5.799657534246576,2.050248376003057,1.6212338593974176
0,23,0.0819,0.4412,0.4769,2.2254,5.9523809523809526,2.1019945602901178,1.6995177185992871
0,24,0.1218,0.3689,0.5093,2.5681,6.181444991789819,2.4456492274329085,1.792656587473002
0,25,0.1031,0.3734,0.5235,2.2053,6.194956353055286,1.5859667916443492,1.8613180515759313
0,26,0.1768,0.3788,0.4444,2.8341,6.424773755656108,2.198257655755016,1.9475697569756976
0,27,0.2127,0.4703,0.317,2.6998,6.56558533145275,1.3623219221773337,2.0902208201892742
0,28,0.2317,0.6144,0.1539,3.1133,6.663789382822616,2.01123046875,2.1676413255360623
