y,o,media_estrategias_mantidas,std_estrategias_mantidas
12,17,1.0,0.0
12,18,1.0,0.0
12,19,1.0,0.0
12,20,1.0,0.0
13,16,1.02,0.1407052941362896
13,17,1.02,0.1999999999999999
13,18,1.0,0.0
13,19,1.0,0.0
13,20,1.0,0.0
14,16,1.12,0.3265986323710904
14,17,1.07,0.2564323999762428
14,18,1.09,0.2876234912646613
14,19,1.06,0.2386832565759419
14,20,1.02,0.1407052941362896
15,16,1.39,0.5103969538555754
15,17,1.28,0.451260859854213
15,18,1.24,0.4292346959909278
15,19,1.24,0.4292346959909278
15,20,1.16,0.3684529491774707
11,21,1.0,0.0
11,22,1.0,0.0
11,23,1.0,0.0
11,24,1.0,0.0
11,25,1.0,0.0
12,21,1.0,0.0
12,22,1.0,0.0
12,23,1.0,0.0
12,24,1.0,0.0
12,25,1.0,0.0
13,21,1.0,0.0
13,22,1.0,0.0
13,23,1.0,0.0
13,24,1.0,0.0
13,25,1.0,0.0
14,21,1.04,0.1969463855669323
14,22,1.03,0.1714466079977653
14,23,1.01,0.0999999999999999
14,24,1.0,0.0
14,25,1.0,0.0
15,21,1.13,0.3379976689896311
15,22,1.12,0.3265986323710904
15,23,1.03,0.1714466079977653
15,24,1.05,0.2190429135575903
15,25,1.01,0.0999999999999999
11,26,1.0,0.0
11,27,1.0,0.0
11,28,1.0,0.0
11,29,1.0,0.0
11,30,1.0,0.0
12,26,1.0,0.0
12,27,1.0,0.0
12,28,1.0,0.0
12,29,1.0,0.0
12,30,1.0,0.0
13,26,1.0,0.0
13,27,1.0,0.0
13,28,1.0,0.0
13,29,1.0,0.0
13,30,1.0,0.0
14,26,1.0,0.0
14,27,1.0,0.0
14,28,1.0,0.0
14,29,1.0,0.0
14,30,1.0,0.0
15,26,1.0,0.0
15,27,1.0,0.0
15,28,1.0,0.0
15,29,1.0,0.0
15,30,1.0,0.0
11,31,1.0,0.0
11,32,1.46,0.5009082659620332
11,33,2.0,0.0
11,34,1.99,0.0999999999999999
11,35,1.99,0.1
12,31,1.0,0.0
12,32,1.0,0.0
12,33,1.0,0.0
12,34,1.0,0.0
12,35,1.0,0.0
13,31,1.0,0.0
13,32,1.0,0.0
13,33,1.0,0.0
13,34,1.0,0.0
13,35,1.0,0.0
14,31,1.0,0.0
14,32,1.0,0.0
14,33,1.0,0.0
14,34,1.0,0.0
14,35,1.0,0.0
15,31,1.0,0.0
15,32,1.0,0.0
15,33,1.0,0.0
15,34,1.0,0.0
15,35,1.0,0.0
11,36,1.94,0.238683256575942
11,37,1.96,0.1969463855669324
11,38,1.94,0.238683256575942
11,39,2.0,0.0
11,40,1.99,0.0999999999999999
12,36,1.21,0.4093601807403323
12,37,1.99,0.1
12,38,1.98,0.1407052941362896
12,39,2.0,0.0
12,40,2.0,0.0
13,36,1.0,0.0
13,37,1.0,0.0
13,38,1.0,0.0
13,39,1.0,0.0
13,40,1.0,0.0
14,36,1.0,0.0
14,37,1.0,0.0
14,38,1.0,0.0
14,39,1.0,0.0
14,40,1.0,0.0
15,36,1.0,0.0
15,37,1.0,0.0
15,38,1.0,0.0
15,39,1.0,0.0
15,40,1.0,0.0
11,41,2.0,0.0
11,42,1.99,0.1
12,41,2.0,0.0
12,42,2.0,0.0
13,41,1.0,0.0
13,42,2.0,0.0
14,41,1.0,0.0
14,42,1.0,0.0
15,41,1.0,0.0
15,42,1.0,0.0
11,41,2.0,0.0
11,42,1.99,0.1
12,41,2.0,0.0
12,42,2.0,0.0
13,41,1.0,0.0
13,42,2.0,0.0
14,41,1.0,0.0
14,42,1.0,0.0
15,41,1.0,0.0
15,42,1.0,0.0
16,1,1.0,0.0
16,2,1.0,0.0
16,3,1.0,0.0
16,4,1.0,0.0
16,5,1.0,0.0
17,1,1.0,0.0
17,2,1.0,0.0
17,3,1.0,0.0
17,4,1.0,0.0
17,5,1.0,0.0
18,1,1.0,0.0
18,2,1.0,0.0
18,3,1.0,0.0
18,4,1.0,0.0
18,5,1.0,0.0
19,1,2.0,0.0
19,2,2.0,0.0
19,3,2.0,0.0
19,4,2.0,0.0
19,5,2.0,0.0
20,1,1.01,0.1
20,2,1.01,0.1
20,3,1.01,0.1
20,4,1.01,0.1
20,5,1.01,0.1
16,6,1.0,0.0
16,7,1.0,0.0
16,8,1.0,0.0
16,9,1.0,0.0
16,10,1.0,0.0
17,6,1.0,0.0
17,7,1.0,0.0
17,8,1.0,0.0
17,9,1.0,0.0
17,10,1.0,0.0
18,6,1.0,0.0
18,7,1.0,0.0
18,8,1.0,0.0
18,9,1.0,0.0
18,10,1.0,0.0
19,6,2.0,0.0
19,7,2.0,0.0
19,8,2.0,0.0
19,9,2.0,0.0
19,10,2.0,0.0
20,6,1.01,0.1
20,7,1.01,0.1
20,8,1.01,0.1
20,9,1.01,0.1
20,10,1.0,0.0
16,11,1.0,0.0
16,12,1.0,0.0
16,13,1.0,0.0
16,14,1.0,0.0
16,15,1.02,0.1407052941362896
17,11,1.0,0.0
17,12,1.0,0.0
17,13,1.0,0.0
17,14,1.0,0.0
17,15,1.0,0.0
18,11,1.0,0.0
18,12,1.0,0.0
18,13,1.0,0.0
18,14,1.02,0.2
18,15,1.06,0.3428932159955306
19,11,2.0,0.0
19,12,2.0,0.0
19,13,2.0,0.0
19,14,2.01,0.0999999999999999
19,15,2.03,0.1714466079977653
20,11,1.0,0.0
20,12,1.0,0.0
20,13,1.04,0.2814105882725794
20,14,1.12,0.477366513151884
20,15,1.34,0.7550503361372739
16,16,1.09,0.2876234912646613
16,17,1.08,0.2726599243442907
16,18,1.1,0.3015113445777636
16,19,1.09,0.2876234912646614
16,20,1.08,0.2726599243442907
17,16,1.0,0.0
17,17,1.0,0.0
17,18,1.0,0.0
17,19,1.0,0.0
17,20,1.0,0.0
18,16,1.02,0.1999999999999999
18,17,1.02,0.2
18,18,1.04,0.2814105882725793
18,19,1.08,0.3938927711338647
18,20,1.22,0.6289320754704402
19,16,2.12,0.3265986323710904
19,17,2.13,0.3379976689896311
19,18,2.25,0.4351941398892447
19,19,2.25,0.4351941398892446
19,20,2.24,0.4292346959909278
20,16,1.56,0.902521719708426
20,17,1.97,0.9995453511926852
20,18,2.1,1.0
20,19,2.14,0.995139703912486
20,20,2.14,0.995139703912486
16,21,1.06,0.2777979790634143
16,22,1.05,0.2611164839335467
16,23,1.05,0.2190429135575903
16,24,1.04,0.2428783625395621
16,25,1.01,0.0999999999999999
17,21,1.04,0.2814105882725793
17,22,1.08,0.3938927711338647
17,23,1.06,0.3428932159955306
17,24,1.02,0.1999999999999999
17,25,1.0,0.0
18,21,1.16,0.5453198486885814
18,22,1.28,0.697470176039554
18,23,1.22,0.6289320754704402
18,24,1.12,0.477366513151884
18,25,1.04,0.2814105882725793
19,21,2.28,0.4512608598542129
19,22,2.3,0.4819992036541474
19,23,2.32,0.5295319068800673
19,24,2.19,0.4860685407045249
19,25,1.66,0.5724305789148303
20,21,2.37,0.928287224794768
20,22,2.1,1.0000000000000002
20,23,2.14,0.995139703912486
20,24,2.04,1.0042334631373566
20,25,1.26,0.6759953379792623
16,26,1.0,0.0
16,27,1.0,0.0
16,28,1.0,0.0
16,29,1.0,0.0
16,30,1.0,0.0
17,26,1.0,0.0
17,27,1.0,0.0
17,28,1.0,0.0
17,29,1.0,0.0
17,30,1.0,0.0
18,26,1.0,0.0
18,27,1.0,0.0
18,28,1.0,0.0
18,29,1.0,0.0
18,30,1.0,0.0
19,26,1.33,0.5135536717202728
19,27,1.08,0.2726599243442907
19,28,1.02,0.1407052941362896
19,29,1.0,0.0
19,30,1.0,0.0
20,26,1.08,0.3938927711338648
20,27,1.0,0.0
20,28,1.0,0.0
20,29,1.0,0.0
20,30,1.0,0.0
16,31,1.0,0.0
16,32,1.0,0.0
16,33,1.0,0.0
16,34,1.0,0.0
16,35,1.0,0.0
17,31,1.0,0.0
17,32,1.0,0.0
17,33,1.0,0.0
17,34,1.0,0.0
17,35,1.0,0.0
18,31,1.0,0.0
18,32,1.0,0.0
18,33,1.0,0.0
18,34,1.0,0.0
18,35,1.0,0.0
19,31,1.0,0.0
19,32,1.0,0.0
19,33,1.0,0.0
19,34,1.0,0.0
19,35,1.0,0.0
20,31,1.0,0.0
20,32,1.0,0.0
20,33,1.0,0.0
20,34,1.0,0.0
20,35,1.0,0.0
16,36,1.0,0.0
16,37,1.0,0.0
16,38,1.0,0.0
16,39,1.0,0.0
16,40,1.0,0.0
17,36,1.0,0.0
17,37,1.0,0.0
17,38,1.0,0.0
17,39,1.0,0.0
