pop,t,freq_O,freq_Y,freq_B,vizinhos_mean,vizinhos_mean_O,vizinhos_mean_Y,vizinhos_mean_B
0,443,0.2955,0.1275,0.577,4.0,4.0,4.0,4.0
0,444,0.2937,0.1244,0.5819,4.0,4.0,4.0,4.0
0,445,0.2956,0.1189,0.5855,4.0,4.0,4.0,4.0
0,446,0.2984,0.1137,0.5879,4.0,4.0,4.0,4.0
0,447,0.3004,0.1093,0.5903,4.0,4.0,4.0,4.0
0,448,0.3031,0.1085,0.5884,4.0,4.0,4.0,4.0
0,449,0.3074,0.1038,0.5888,4.0,4.0,4.0,4.0
0,450,0.3111,0.0988,0.5901,4.0,4.0,4.0,4.0
0,451,0.3118,0.0958,0.5924,4.0,4.0,4.0,4.0
0,452,0.3154,0.093,0.5916,4.0,4.0,4.0,4.0
0,453,0.3213,0.0902,0.5885,4.0,4.0,4.0,4.0
0,454,0.3242,0.0913,0.5845,4.0,4.0,4.0,4.0
0,455,0.3307,0.0886,0.5807,4.0,4.0,4.0,4.0
0,456,0.3333,0.087,0.5797,4.0,4.0,4.0,4.0
0,457,0.3368,0.0862,0.577,4.0,4.0,4.0,4.0
0,458,0.341,0.085,0.574,4.0,4.0,4.0,4.0
0,459,0.3504,0.0841,0.5655,4.0,4.0,4.0,4.0
0,460,0.3583,0.082,0.5597,4.0,4.0,4.0,4.0
0,461,0.3588,0.0838,0.5574,4.0,4.0,4.0,4.0
0,462,0.3607,0.0812,0.5581,4.0,4.0,4.0,4.0
0,463,0.3679,0.0817,0.5504,4.0,4.0,4.0,4.0
0,464,0.3713,0.0817,0.547,4.0,4.0,4.0,4.0
0,465,0.377,0.0805,0.5425,4.0,4.0,4.0,4.0
0,466,0.3836,0.081,0.5354,4.0,4.0,4.0,4.0
0,467,0.3898,0.0797,0.5305,4.0,4.0,4.0,4.0
0,468,0.3949,0.0798,0.5253,4.0,4.0,4.0,4.0
0,469,0.3983,0.0802,0.5215,4.0,4.0,4.0,4.0
0,470,0.3985,0.081,0.5205,4.0,4.0,4.0,4.0
0,471,0.4029,0.081,0.5161,4.0,4.0,4.0,4.0
0,472,0.4143,0.0788,0.5069,4.0,4.0,4.0,4.0
0,473,0.4184,0.0784,0.5032,4.0,4.0,4.0,4.0
0,474,0.4266,0.0804,0.493,4.0,4.0,4.0,4.0
0,475,0.4247,0.0794,0.4959,4.0,4.0,4.0,4.0
0,476,0.4196,0.0821,0.4983,4.0,4.0,4.0,4.0
0,477,0.4248,0.081,0.4942,4.0,4.0,4.0,4.0
0,478,0.4297,0.0835,0.4868,4.0,4.0,4.0,4.0
0,479,0.4324,0.0866,0.481,4.0,4.0,4.0,4.0
0,480,0.4375,0.0837,0.4788,4.0,4.0,4.0,4.0
0,481,0.4362,0.0866,0.4772,4.0,4.0,4.0,4.0
0,482,0.4336,0.0892,0.4772,4.0,4.0,4.0,4.0
0,483,0.4331,0.091,0.4759,4.0,4.0,4.0,4.0
0,484,0.4326,0.0928,0.4746,4.0,4.0,4.0,4.0
0,485,0.433,0.0937,0.4733,4.0,4.0,4.0,4.0
0,486,0.4336,0.0965,0.4699,4.0,4.0,4.0,4.0
0,487,0.437,0.0978,0.4652,4.0,4.0,4.0,4.0
0,488,0.4387,0.0958,0.4655,4.0,4.0,4.0,4.0
0,489,0.4364,0.0981,0.4655,4.0,4.0,4.0,4.0
0,490,0.443,0.0991,0.4579,4.0,4.0,4.0,4.0
0,491,0.4404,0.1029,0.4567,4.0,4.0,4.0,4.0
0,492,0.4379,0.1069,0.4552,4.0,4.0,4.0,4.0
0,493,0.4385,0.1116,0.4499,4.0,4.0,4.0,4.0
0,494,0.4373,0.1155,0.4472,4.0,4.0,4.0,4.0
0,495,0.4332,0.1196,0.4472,4.0,4.0,4.0,4.0
0,496,0.4343,0.1223,0.4434,4.0,4.0,4.0,4.0
0,497,0.4322,0.1277,0.4401,4.0,4.0,4.0,4.0
0,498,0.4325,0.133,0.4345,4.0,4.0,4.0,4.0
0,499,0.4241,0.1359,0.44,4.0,4.0,4.0,4.0
0,500,0.422,0.138,0.44,4.0,4.0,4.0,4.0
0,501,0.4227,0.1411,0.4362,4.0,4.0,4.0,4.0
0,502,0.415,0.147,0.438,4.0,4.0,4.0,4.0
0,503,0.4074,0.1487,0.4439,4.0,4.0,4.0,4.0
0,504,0.4087,0.153,0.4383,4.0,4.0,4.0,4.0
0,505,0.4068,0.1556,0.4376,4.0,4.0,4.0,4.0
0,506,0.4004,0.1602,0.4394,4.0,4.0,4.0,4.0
0,507,0.3935,0.1664,0.4401,4.0,4.0,4.0,4.0
0,508,0.3964,0.1681,0.4355,4.0,4.0,4.0,4.0
0,509,0.3937,0.1749,0.4314,4.0,4.0,4.0,4.0
0,510,0.3909,0.1789,0.4302,4.0,4.0,4.0,4.0
0,511,0.386,0.1839,0.4301,4.0,4.0,4.0,4.0
0,512,0.3852,0.1858,0.429,4.0,4.0,4.0,4.0
0,513,0.3788,0.1908,0.4304,4.0,4.0,4.0,4.0
0,514,0.3725,0.1933,0.4342,4.0,4.0,4.0,4.0
0,515,0.3663,0.1903,0.4434,4.0,4.0,4.0,4.0
0,516,0.3596,0.1942,0.4462,4.0,4.0,4.0,4.0
0,517,0.3517,0.1921,0.4562,4.0,4.0,4.0,4.0
0,518,0.3453,0.1921,0.4626,4.0,4.0,4.0,4.0
0,519,0.3375,0.1907,0.4718,4.0,4.0,4.0,4.0
0,520,0.3263,0.1919,0.4818,4.0,4.0,4.0,4.0
0,521,0.3255,0.1882,0.4863,4.0,4.0,4.0,4.0
0,522,0.3279,0.1852,0.4869,4.0,4.0,4.0,4.0
0,523,0.3236,0.1813,0.4951,4.0,4.0,4.0,4.0
0,524,0.3234,0.1789,0.4977,4.0,4.0,4.0,4.0
0,525,0.3205,0.1769,0.5026,4.0,4.0,4.0,4.0
0,526,0.3135,0.175,0.5115,4.0,4.0,4.0,4.0
0,527,0.3022,0.1728,0.525,4.0,4.0,4.0,4.0
0,528,0.2996,0.1711,0.5293,4.0,4.0,4.0,4.0
0,529,0.2978,0.1699,0.5323,4.0,4.0,4.0,4.0
0,530,0.3,0.1628,0.5372,4.0,4.0,4.0,4.0
0,531,0.298,0.1593,0.5427,4.0,4.0,4.0,4.0
0,532,0.2995,0.1591,0.5414,4.0,4.0,4.0,4.0
0,533,0.2975,0.1547,0.5478,4.0,4.0,4.0,4.0
0,534,0.3002,0.1494,0.5504,4.0,4.0,4.0,4.0
0,535,0.2969,0.1461,0.557,4.0,4.0,4.0,4.0
0,536,0.2952,0.1458,0.559,4.0,4.0,4.0,4.0
0,537,0.2957,0.1424,0.5619,4.0,4.0,4.0,4.0
0,538,0.2984,0.1376,0.564,4.0,4.0,4.0,4.0
0,539,0.3017,0.1326,0.5657,4.0,4.0,4.0,4.0
0,540,0.3051,0.1301,0.5648,4.0,4.0,4.0,4.0
0,541,0.3082,0.1266,0.5652,4.0,4.0,4.0,4.0
0,542,0.3073,0.1259,0.5668,4.0,4.0,4.0,4.0
0,543,0.3087,0.1265,0.5648,4.0,4.0,4.0,4.0
0,544,0.3089,0.126,0.5651,4.0,4.0,4.0,4.0
0,545,0.3108,0.1243,0.5649,4.0,4.0,4.0,4.0
0,546,0.3094,0.1239,0.5667,4.0,4.0,4.0,4.0
0,547,0.3103,0.1184,0.5713,4.0,4.0,4.0,4.0
0,548,0.3136,0.1167,0.5697,4.0,4.0,4.0,4.0
0,549,0.3149,0.114,0.5711,4.0,4.0,4.0,4.0
0,550,0.3124,0.1104,0.5772,4.0,4.0,4.0,4.0
0,551,0.3146,0.1084,0.577,4.0,4.0,4.0,4.0
0,552,0.3174,0.1061,0.5765,4.0,4.0,4.0,4.0
0,553,0.3155,0.1053,0.5792,4.0,4.0,4.0,4.0
0,554,0.3157,0.1075,0.5768,4.0,4.0,4.0,4.0
0,555,0.3181,0.1081,0.5738,4.0,4.0,4.0,4.0
0,556,0.3277,0.1044,0.5679,4.0,4.0,4.0,4.0
0,557,0.3276,0.1061,0.5663,4.0,4.0,4.0,4.0
0,558,0.3263,0.1061,0.5676,4.0,4.0,4.0,4.0
0,559,0.3276,0.1073,0.5651,4.0,4.0,4.0,4.0
0,560,0.3268,0.1044,0.5688,4.0,4.0,4.0,4.0
0,561,0.3307,0.1083,0.561,4.0,4.0,4.0,4.0
0,562,0.3326,0.1066,0.5608,4.0,4.0,4.0,4.0
0,563,0.3364,0.1076,0.556,4.0,4.0,4.0,4.0
0,564,0.3338,0.1095,0.5567,4.0,4.0,4.0,4.0
0,565,0.3376,0.11,0.5524,4.0,4.0,4.0,4.0
0,566,0.3387,0.1122,0.5491,4.0,4.0,4.0,4.0
0,567,0.3407,0.1137,0.5456,4.0,4.0,4.0,4.0
0,568,0.3434,0.1127,0.5439,4.0,4.0,4.0,4.0
0,569,0.3455,0.1101,0.5444,4.0,4.0,4.0,4.0
0,570,0.3439,0.1084,0.5477,4.0,4.0,4.0,4.0
0,571,0.3486,0.1047,0.5467,4.0,4.0,4.0,4.0
0,572,0.3531,0.1036,0.5433,4.0,4.0,4.0,4.0
0,573,0.3541,0.1039,0.542,4.0,4.0,4.0,4.0
0,574,0.3574,0.1018,0.5408,4.0,4.0,4.0,4.0
0,575,0.3547,0.1035,0.5418,4.0,4.0,4.0,4.0
0,576,0.3585,0.1011,0.5404,4.0,4.0,4.0,4.0
0,577,0.3601,0.0999,0.54,4.0,4.0,4.0,4.0
0,578,0.3667,0.0956,0.5377,4.0,4.0,4.0,4.0
0,579,0.366,0.0935,0.5405,4.0,4.0,4.0,4.0
0,580,0.3667,0.0899,0.5434,4.0,4.0,4.0,4.0
0,581,0.3745,0.0875,0.538,4.0,4.0,4.0,4.0
0,582,0.3768,0.0859,0.5373,4.0,4.0,4.0,4.0
0,583,0.3775,0.0845,0.538,4.0,4.0,4.0,4.0
0,584,0.3792,0.0832,0.5376,4.0,4.0,4.0,4.0
0,585,0.3794,0.0786,0.542,4.0,4.0,4.0,4.0
0,586,0.3836,0.0764,0.54,4.0,4.0,4.0,4.0
0,587,0.3867,0.0773,0.536,4.0,4.0,4.0,4.0
0,588,0.3886,0.0755,0.5359,4.0,4.0,4.0,4.0
0,589,0.3889,0.0747,0.5364,4.0,4.0,4.0,4.0
0,590,0.387,0.0734,0.5396,4.0,4.0,4.0,4.0
0,591,0.3882,0.0714,0.5404,4.0,4.0,4.0,4.0
0,592,0.3934,0.0721,0.5345,4.0,4.0,4.0,4.0
0,593,0.3918,0.0697,0.5385,4.0,4.0,4.0,4.0
0,594,0.3915,0.072,0.5365,4.0,4.0,4.0,4.0
0,595,0.3988,0.0724,0.5288,4.0,4.0,4.0,4.0
0,596,0.4049,0.0698,0.5253,4.0,4.0,4.0,4.0
0,597,0.4119,0.0707,0.5174,4.0,4.0,4.0,4.0
0,598,0.4151,0.0741,0.5108,4.0,4.0,4.0,4.0
0,599,0.4204,0.0767,0.5029,4.0,4.0,4.0,4.0
0,600,0.4187,0.0794,0.5019,4.0,4.0,4.0,4.0
0,601,0.4233,0.0822,0.4945,4.0,4.0,4.0,4.0
0,602,0.425,0.0845,0.4905,4.0,4.0,4.0,4.0
0,603,0.4316,0.0856,0.4828,4.0,4.0,4.0,4.0
0,604,0.4375,0.0888,0.4737,4.0,4.0,4.0,4.0
0,605,0.4335,0.092,0.4745,4.0,4.0,4.0,4.0
0,606,0.4399,0.095,0.4651,4.0,4.0,4.0,4.0
0,607,0.4397,0.0965,0.4638,4.0,4.0,4.0,4.0
0,608,0.4425,0.0988,0.4587,4.0,4.0,4.0,4.0
0,609,0.4409,0.1007,0.4584,4.0,4.0,4.0,4.0
0,610,0.4448,0.1033,0.4519,4.0,4.0,4.0,4.0
0,611,0.4465,0.1061,0.4474,4.0,4.0,4.0,4.0
0,612,0.4467,0.1109,0.4424,4.0,4.0,4.0,4.0
0,613,0.4504,0.1152,0.4344,4.0,4.0,4.0,4.0
0,614,0.4511,0.1182,0.4307,4.0,4.0,4.0,4.0
0,615,0.4506,0.122,0.4274,4.0,4.0,4.0,4.0
0,616,0.4497,0.1255,0.4248,4.0,4.0,4.0,4.0
0,617,0.4484,0.1284,0.4232,4.0,4.0,4.0,4.0
0,618,0.4506,0.1322,0.4172,4.0,4.0,4.0,4.0
0,619,0.4481,0.1344,0.4175,4.0,4.0,4.0,4.0
0,620,0.4452,0.1374,0.4174,4.0,4.0,4.0,4.0
0,621,0.4438,0.1404,0.4158,4.0,4.0,4.0,4.0
0,622,0.4377,0.1445,0.4178,4.0,4.0,4.0,4.0
0,623,0.4342,0.1449,0.4209,4.0,4.0,4.0,4.0
0,624,0.4357,0.1452,0.4191,4.0,4.0,4.0,4.0
0,625,0.4372,0.1485,0.4143,4.0,4.0,4.0,4.0
0,626,0.4401,0.1515,0.4084,4.0,4.0,4.0,4.0
0,627,0.4352,0.1552,0.4096,4.0,4.0,4.0,4.0
0,628,0.4371,0.1576,0.4053,4.0,4.0,4.0,4.0
0,629,0.4344,0.1569,0.4087,4.0,4.0,4.0,4.0
0,630,0.4383,0.1545,0.4072,4.0,4.0,4.0,4.0
0,631,0.4348,0.1591,0.4061,4.0,4.0,4.0,4.0
0,632,0.4274,0.1613,0.4113,4.0,4.0,4.0,4.0
0,633,0.4229,0.1644,0.4127,4.0,4.0,4.0,4.0
0,634,0.42,0.1669,0.4131,4.0,4.0,4.0,4.0
0,635,0.4186,0.1659,0.4155,4.0,4.0,4.0,4.0
0,636,0.4112,0.1668,0.422,4.0,4.0,4.0,4.0
0,637,0.41,0.1695,0.4205,4.0,4.0,4.0,4.0
0,638,0.4042,0.1678,0.428,4.0,4.0,4.0,4.0
0,639,0.3999,0.1635,0.4366,4.0,4.0,4.0,4.0
0,640,0.3968,0.1646,0.4386,4.0,4.0,4.0,4.0
0,641,0.3922,0.1646,0.4432,4.0,4.0,4.0,4.0
0,642,0.3909,0.1628,0.4463,4.0,4.0,4.0,4.0
0,643,0.3921,0.1594,0.4485,4.0,4.0,4.0,4.0
0,644,0.3956,0.1563,0.4481,4.0,4.0,4.0,4.0
0,645,0.3969,0.157,0.4461,4.0,4.0,4.0,4.0
0,646,0.3926,0.1595,0.4479,4.0,4.0,4.0,4.0
0,647,0.3916,0.1569,0.4515,4.0,4.0,4.0,4.0
0,648,0.3834,0.1565,0.4601,4.0,4.0,4.0,4.0
0,649,0.3808,0.1529,0.4663,4.0,4.0,4.0,4.0
0,650,0.378,0.1568,0.4652,4.0,4.0,4.0,4.0
0,651,0.3837,0.1544,0.4619,4.0,4.0,4.0,4.0
0,652,0.3835,0.1519,0.4646,4.0,4.0,4.0,4.0
0,653,0.3808,0.1473,0.4719,4.0,4.0,4.0,4.0
0,654,0.3783,0.1458,0.4759,4.0,4.0,4.0,4.0
0,655,0.375,0.1457,0.4793,4.0,4.0,4.0,4.0
0,656,0.371,0.1473,0.4817,4.0,4.0,4.0,4.0
0,657,0.3689,0.1479,0.4832,4.0,4.0,4.0,4.0
0,658,0.3683,0.1457,0.486,4.0,4.0,4.0,4.0
0,659,0.3668,0.1482,0.485,4.0,4.0,4.0,4.0
0,660,0.3633,0.1545,0.4822,4.0,4.0,4.0,4.0
0,661,0.3587,0.1557,0.4856,4.0,4.0,4.0,4.0
0,662,0.355,0.1567,0.4883,4.0,4.0,4.0,4.0
0,663,0.3516,0.1554,0.493,4.0,4.0,4.0,4.0
0,664,0.3432,0.1538,0.503,4.0,4.0,4.0,4.0
0,665,0.3396,0.1496,0.5108,4.0,4.0,4.0,4.0
0,666,0.3367,0.1464,0.5169,4.0,4.0,4.0,4.0
0,667,0.3367,0.144,0.5193,4.0,4.0,4.0,4.0
0,668,0.3305,0.1424,0.5271,4.0,4.0,4.0,4.0
0,669,0.327,0.1401,0.5329,4.0,4.0,4.0,4.0
0,670,0.3271,0.1346,0.5383,4.0,4.0,4.0,4.0
0,671,0.3267,0.1323,0.541,4.0,4.0,4.0,4.0
0,672,0.3271,0.1288,0.5441,4.0,4.0,4.0,4.0
0,673,0.3269,0.128,0.5451,4.0,4.0,4.0,4.0
0,674,0.3272,0.1267,0.5461,4.0,4.0,4.0,4.0
0,675,0.3235,0.1263,0.5502,4.0,4.0,4.0,4.0
0,676,0.3207,0.1247,0.5546,4.0,4.0,4.0,4.0
0,677,0.3205,0.1271,0.5524,4.0,4.0,4.0,4.0
0,678,0.3194,0.1272,0.5534,4.0,4.0,4.0,4.0
0,679,0.3238,0.1226,0.5536,4.0,4.0,4.0,4.0
0,680,0.3229,0.1214,0.5557,4.0,4.0,4.0,4.0
0,681,0.3223,0.118,0.5597,4.0,4.0,4.0,4.0
0,682,0.3241,0.1133,0.5626,4.0,4.0,4.0,4.0
0,683,0.3184,0.1158,0.5658,4.0,4.0,4.0,4.0
0,684,0.3173,0.114,0.5687,4.0,4.0,4.0,4.0
0,685,0.3228,0.1134,0.5638,4.0,4.0,4.0,4.0
0,686,0.323,0.1128,0.5642,4.0,4.0,4.0,4.0
0,687,0.3239,0.1117,0.5644,4.0,4.0,4.0,4.0
0,688,0.3204,0.1134,0.5662,4.0,4.0,4.0,4.0
0,689,0.3241,0.1121,0.5638,4.0,4.0,4.0,4.0
0,690,0.3249,0.1135,0.5616,4.0,4.0,4.0,4.0
0,691,0.3288,0.1197,0.5515,4.0,4.0,4.0,4.0
0,692,0.3275,0.123,0.5495,4.0,4.0,4.0,4.0
0,693,0.328,0.1278,0.5442,4.0,4.0,4.0,4.0
0,694,0.3289,0.1291,0.542,4.0,4.0,4.0,4.0
0,695,0.3322,0.1323,0.5355,4.0,4.0,4.0,4.0
0,696,0.3309,0.1341,0.535,4.0,4.0,4.0,4.0
0,697,0.3272,0.136,0.5368,4.0,4.0,4.0,4.0
0,698,0.3231,0.1347,0.5422,4.0,4.0,4.0,4.0
0,699,0.3205,0.1364,0.5431,4.0,4.0,4.0,4.0
0,700,0.3172,0.1367,0.5461,4.0,4.0,4.0,4.0
0,701,0.3147,0.1358,0.5495,4.0,4.0,4.0,4.0
0,702,0.3152,0.1341,0.5507,4.0,4.0,4.0,4.0
0,703,0.311,0.1376,0.5514,4.0,4.0,4.0,4.0
0,704,0.3112,0.1391,0.5497,4.0,4.0,4.0,4.0
0,705,0.3075,0.1408,0.5517,4.0,4.0,4.0,4.0
0,706,0.3107,0.1388,0.5505,4.0,4.0,4.0,4.0
0,707,0.3125,0.138,0.5495,4.0,4.0,4.0,4.0
0,708,0.3169,0.1383,0.5448,4.0,4.0,4.0,4.0
0,709,0.3159,0.1404,0.5437,4.0,4.0,4.0,4.0
0,710,0.3113,0.1408,0.5479,4.0,4.0,4.0,4.0
0,711,0.3082,0.1412,0.5506,4.0,4.0,4.0,4.0
0,712,0.3102,0.1386,0.5512,4.0,4.0,4.0,4.0
0,713,0.3094,0.1391,0.5515,4.0,4.0,4.0,4.0
0,714,0.3128,0.1377,0.5495,4.0,4.0,4.0,4.0
0,715,0.3136,0.134,0.5524,4.0,4.0,4.0,4.0
0,716,0.3132,0.1337,0.5531,4.0,4.0,4.0,4.0
0,717,0.3188,0.1335,0.5477,4.0,4.0,4.0,4.0
0,718,0.3257,0.1322,0.5421,4.0,4.0,4.0,4.0
0,719,0.3295,0.1316,0.5389,4.0,4.0,4.0,4.0
0,720,0.3302,0.1296,0.5402,4.0,4.0,4.0,4.0
0,721,0.3355,0.1245,0.54,4.0,4.0,4.0,4.0
0,722,0.332,0.1219,0.5461,4.0,4.0,4.0,4.0
0,723,0.3323,0.1203,0.5474,4.0,4.0,4.0,4.0
0,724,0.3315,0.1149,0.5536,4.0,4.0,4.0,4.0
0,725,0.3317,0.1144,0.5539,4.0,4.0,4.0,4.0
0,726,0.3314,0.1126,0.556,4.0,4.0,4.0,4.0
0,727,0.3325,0.1066,0.5609,4.0,4.0,4.0,4.0
0,728,0.3333,0.1031,0.5636,4.0,4.0,4.0,4.0
0,729,0.3342,0.1013,0.5645,4.0,4.0,4.0,4.0
0,730,0.3367,0.0979,0.5654,4.0,4.0,4.0,4.0
0,731,0.3399,0.0922,0.5679,4.0,4.0,4.0,4.0
0,732,0.3464,0.0896,0.564,4.0,4.0,4.0,4.0
0,733,0.3493,0.0907,0.56,4.0,4.0,4.0,4.0
0,734,0.3483,0.0904,0.5613,4.0,4.0,4.0,4.0
0,735,0.3451,0.0897,0.5652,4.0,4.0,4.0,4.0
0,736,0.3419,0.0926,0.5655,4.0,4.0,4.0,4.0
0,737,0.3442,0.0945,0.5613,4.0,4.0,4.0,4.0
0,738,0.3455,0.0949,0.5596,4.0,4.0,4.0,4.0
0,739,0.3443,0.0966,0.5591,4.0,4.0,4.0,4.0
0,740,0.3529,0.0953,0.5518,4.0,4.0,4.0,4.0
0,741,0.3489,0.0976,0.5535,4.0,4.0,4.0,4.0
0,742,0.3485,0.0989,0.5526,4.0,4.0,4.0,4.0
0,743,0.35,0.1003,0.5497,4.0,4.0,4.0,4.0
0,744,0.3465,0.1039,0.5496,4.0,4.0,4.0,4.0
0,745,0.3452,0.1067,0.5481,4.0,4.0,4.0,4.0
0,746,0.3388,0.1125,0.5487,4.0,4.0,4.0,4.0
0,747,0.3403,0.1122,0.5475,4.0,4.0,4.0,4.0
0,748,0.3409,0.1168,0.5423,4.0,4.0,4.0,4.0
0,749,0.341,0.1198,0.5392,4.0,4.0,4.0,4.0
0,750,0.3366,0.1226,0.5408,4.0,4.0,4.0,4.0
0,751,0.3363,0.1242,0.5395,4.0,4.0,4.0,4.0
0,752,0.3333,0.1271,0.5396,4.0,4.0,4.0,4.0
0,753,0.3268,0.1296,0.5436,4.0,4.0,4.0,4.0
0,754,0.3255,0.132,0.5425,4.0,4.0,4.0,4.0
0,755,0.327,0.1351,0.5379,4.0,4.0,4.0,4.0
0,756,0.3301,0.1355,0.5344,4.0,4.0,4.0,4.0
0,757,0.3337,0.1354,0.5309,4.0,4.0,4.0,4.0
0,758,0.3349,0.1379,0.5272,4.0,4.0,4.0,4.0
0,759,0.3318,0.1371,0.5311,4.0,4.0,4.0,4.0
0,760,0.3345,0.1393,0.5262,4.0,4.0,4.0,4.0
0,761,0.3396,0.1445,0.5159,4.0,4.0,4.0,4.0
0,762,0.3378,0.1449,0.5173,4.0,4.0,4.0,4.0
0,763,0.3388,0.1444,0.5168,4.0,4.0,4.0,4.0
0,764,0.3386,0.1435,0.5179,4.0,4.0,4.0,4.0
0,765,0.3408,0.1434,0.5158,4.0,4.0,4.0,4.0
0,766,0.3399,0.1445,0.5156,4.0,4.0,4.0,4.0
0,767,0.334,0.1473,0.5187,4.0,4.0,4.0,4.0
0,768,0.3297,0.1466,0.5237,4.0,4.0,4.0,4.0
0,769,0.3329,0.1463,0.5208,4.0,4.0,4.0,4.0
0,770,0.3325,0.1454,0.5221,4.0,4.0,4.0,4.0
0,771,0.3333,0.1447,0.522,4.0,4.0,4.0,4.0
0,772,0.3319,0.1437,0.5244,4.0,4.0,4.0,4.0
0,773,0.3402,0.1419,0.5179,4.0,4.0,4.0,4.0
0,774,0.3378,0.143,0.5192,4.0,4.0,4.0,4.0
0,775,0.3424,0.1412,0.5164,4.0,4.0,4.0,4.0
0,776,0.3371,0.1388,0.5241,4.0,4.0,4.0,4.0
0,777,0.3329,0.1406,0.5265,4.0,4.0,4.0,4.0
0,778,0.3397,0.1396,0.5207,4.0,4.0,4.0,4.0
0,779,0.3463,0.1394,0.5143,4.0,4.0,4.0,4.0
0,780,0.3453,0.1384,0.5163,4.0,4.0,4.0,4.0
0,781,0.3434,0.1399,0.5167,4.0,4.0,4.0,4.0
0,782,0.3391,0.1416,0.5193,4.0,4.0,4.0,4.0
0,783,0.3395,0.1418,0.5187,4.0,4.0,4.0,4.0
0,784,0.3391,0.1427,0.5182,4.0,4.0,4.0,4.0
0,785,0.3382,0.1439,0.5179,4.0,4.0,4.0,4.0
0,786,0.3387,0.1447,0.5166,4.0,4.0,4.0,4.0
0,787,0.3369,0.1423,0.5208,4.0,4.0,4.0,4.0
0,788,0.3388,0.1415,0.5197,4.0,4.0,4.0,4.0
0,789,0.3383,0.1385,0.5232,4.0,4.0,4.0,4.0
0,790,0.3386,0.1345,0.5269,4.0,4.0,4.0,4.0
0,791,0.3383,0.1337,0.528,4.0,4.0,4.0,4.0
0,792,0.3401,0.1287,0.5312,4.0,4.0,4.0,4.0
0,793,0.3407,0.1219,0.5374,4.0,4.0,4.0,4.0
0,794,0.3417,0.1191,0.5392,4.0,4.0,4.0,4.0
0,795,0.3413,0.1138,0.5449,4.0,4.0,4.0,4.0
0,796,0.3422,0.109,0.5488,4.0,4.0,4.0,4.0
0,797,0.3384,0.1062,0.5554,4.0,4.0,4.0,4.0
0,798,0.3396,0.1033,0.5571,4.0,4.0,4.0,4.0
0,799,0.346,0.1015,0.5525,4.0,4.0,4.0,4.0
0,800,0.3466,0.0985,0.5549,4.0,4.0,4.0,4.0
0,801,0.3471,0.0921,0.5608,4.0,4.0,4.0,4.0
0,802,0.352,0.0887,0.5593,4.0,4.0,4.0,4.0
0,803,0.3539,0.0883,0.5578,4.0,4.0,4.0,4.0
0,804,0.3591,0.0871,0.5538,4.0,4.0,4.0,4.0
0,805,0.3576,0.0863,0.5561,4.0,4.0,4.0,4.0
0,806,0.3607,0.0837,0.5556,4.0,4.0,4.0,4.0
0,807,0.3658,0.0823,0.5519,4.0,4.0,4.0,4.0
0,808,0.366,0.0827,0.5513,4.0,4.0,4.0,4.0
0,809,0.3675,0.0846,0.5479,4.0,4.0,4.0,4.0
0,810,0.3686,0.0854,0.546,4.0,4.0,4.0,4.0
0,811,0.3756,0.0848,0.5396,4.0,4.0,4.0,4.0
0,812,0.3796,0.0833,0.5371,4.0,4.0,4.0,4.0
0,813,0.3796,0.0823,0.5381,4.0,4.0,4.0,4.0
0,814,0.3778,0.088,0.5342,4.0,4.0,4.0,4.0
0,815,0.3739,0.0904,0.5357,4.0,4.0,4.0,4.0
0,816,0.3698,0.0955,0.5347,4.0,4.0,4.0,4.0
0,817,0.3663,0.0983,0.5354,4.0,4.0,4.0,4.0
0,818,0.3596,0.1016,0.5388,4.0,4.0,4.0,4.0
0,819,0.3615,0.1048,0.5337,4.0,4.0,4.0,4.0
0,820,0.3597,0.1088,0.5315,4.0,4.0,4.0,4.0
0,821,0.356,0.1106,0.5334,4.0,4.0,4.0,4.0
0,822,0.3541,0.1093,0.5366,4.0,4.0,4.0,4.0
0,823,0.36,0.1097,0.5303,4.0,4.0,4.0,4.0
0,824,0.3627,0.1088,0.5285,4.0,4.0,4.0,4.0
0,825,0.3613,0.1074,0.5313,4.0,4.0,4.0,4.0
0,826,0.3656,0.1047,0.5297,4.0,4.0,4.0,4.0
0,827,0.3711,0.1056,0.5233,4.0,4.0,4.0,4.0
0,828,0.3773,0.1044,0.5183,4.0,4.0,4.0,4.0
0,829,0.3825,0.1071,0.5104,4.0,4.0,4.0,4.0
0,830,0.3789,0.1083,0.5128,4.0,4.0,4.0,4.0
0,831,0.3776,0.1095,0.5129,4.0,4.0,4.0,4.0
0,832,0.3752,0.1065,0.5183,4.0,4.0,4.0,4.0
0,833,0.3789,0.1063,0.5148,4.0,4.0,4.0,4.0
0,834,0.3753,0.1069,0.5178,4.0,4.0,4.0,4.0
0,835,0.3768,0.1081,0.5151,4.0,4.0,4.0,4.0
0,836,0.3803,0.1075,0.5122,4.0,4.0,4.0,4.0
0,837,0.3794,0.1096,0.511,4.0,4.0,4.0,4.0
0,838,0.3812,0.1125,0.5063,4.0,4.0,4.0,4.0
0,839,0.3799,0.116,0.5041,4.0,4.0,4.0,4.0
0,840,0.3759,0.1208,0.5033,4.0,4.0,4.0,4.0
0,841,0.3716,0.1257,0.5027,4.0,4.0,4.0,4.0
0,842,0.3667,0.1275,0.5058,4.0,4.0,4.0,4.0
0,843,0.3615,0.1292,0.5093,4.0,4.0,4.0,4.0
