pop,t,freq_O,freq_Y,freq_B,r_mean,r_O,r_Y,r_B
0,138,0.3405,0.319,0.3405,3.8522,3.8933920704845817,3.7714733542319747,3.8866372980910424
0,139,0.3598,0.3107,0.3295,3.8464,3.894663702056698,3.752494367557129,3.8822458270106224
0,140,0.3608,0.3338,0.3054,3.8285,3.895232815964523,3.7118034751348112,3.8772102161100195
0,141,0.3504,0.3576,0.292,3.8521,3.9129566210045663,3.780480984340045,3.8667808219178084
0,142,0.3228,0.3669,0.3103,3.8587,3.920074349442379,3.8048514581629873,3.8585240090235255
0,143,0.3111,0.3556,0.3333,3.8787,3.947926711668274,3.8217097862767155,3.874887488748875
0,144,0.315,0.3358,0.3492,3.8815,3.933968253968254,3.8254913639070875,3.888029782359679
0,145,0.3403,0.3119,0.3478,3.8869,3.952101087275933,3.8069894196857965,3.894767107533065
0,146,0.3529,0.3073,0.3398,3.8659,3.9192405780674413,3.762772534982102,3.903766921718658
0,147,0.3538,0.31,0.3362,3.8913,3.916902204635387,3.7774193548387096,3.969363474122546
0,148,0.3489,0.3322,0.3189,3.8861,3.92633992548008,3.794099939795304,3.9379115710254
0,149,0.3471,0.331,0.3219,3.9005,3.932584269662921,3.786404833836858,3.983224603914259
0,150,0.3399,0.3235,0.3366,3.904,3.920859076198882,3.7987635239567235,3.988116458704694
0,151,0.343,0.3055,0.3515,3.8894,3.9128279883381922,3.7810147299509,3.9607396870554767
0,152,0.3604,0.2918,0.3478,3.8953,3.9167591564927857,3.764907470870459,3.982461184588844
0,153,0.381,0.285,0.334,3.8755,3.874540682414698,3.743859649122807,3.988922155688623
0,154,0.3803,0.2971,0.3226,3.8526,3.8112016828819355,3.7613598115112756,3.9854308741475513
0,155,0.3715,0.3141,0.3144,3.8656,3.8371467025572006,3.7682266794014647,3.996501272264631
0,156,0.3569,0.3161,0.327,3.8595,3.7708041468198377,3.8203100284720026,3.9941896024464834
0,157,0.3478,0.3084,0.3438,3.8717,3.7717078780908566,3.8560311284046693,3.986910994764398
0,158,0.3504,0.2905,0.3591,3.8667,3.7636986301369864,3.837521514629948,3.990810359231412
0,159,0.3692,0.284,0.3468,3.8505,3.7502708559046587,3.8197183098591547,3.982410611303345
0,160,0.3836,0.2744,0.342,3.8465,3.7419186652763297,3.822521865889213,3.9830409356725145
0,161,0.3754,0.2898,0.3348,3.8347,3.7346830047948854,3.8157349896480333,3.9632616487455197
0,162,0.3566,0.3107,0.3327,3.8631,3.7826696578799774,3.8464757000321854,3.9648331830477908
0,163,0.3452,0.3151,0.3397,3.8579,3.7288528389339515,3.8654395430022217,3.982042979099205
0,164,0.3384,0.2971,0.3645,3.8662,3.7174940898345152,3.8835408953214405,3.9901234567901236
0,165,0.3517,0.2786,0.3697,3.8515,3.704577765140745,3.861091170136396,3.984041114417095
0,166,0.3825,0.2673,0.3502,3.8402,3.6951633986928103,3.866816311260756,3.9782981153626498
0,167,0.4032,0.2682,0.3286,3.8404,3.718501984126984,3.8650260999254287,3.969872185027389
0,168,0.3978,0.284,0.3182,3.8501,3.746606334841629,3.8359154929577466,3.9921433060967946
0,169,0.3782,0.3092,0.3126,3.8789,3.7974616604970914,3.8945666235446312,3.9619321817018553
0,170,0.3438,0.3316,0.3246,3.8815,3.781268179173938,3.894451145958987,3.974430067775724
0,171,0.3278,0.3223,0.3499,3.8923,3.7693715680292863,3.9252249457027615,3.97713632466419
0,172,0.3351,0.2986,0.3663,3.8994,3.7869292748433305,3.9179504353650367,3.987168987168987
0,173,0.3492,0.2833,0.3675,3.9027,3.7895189003436425,3.9332862689728203,3.986666666666667
0,174,0.3711,0.291,0.3379,3.9029,3.795203449205066,3.9429553264604813,3.986682450429121
0,175,0.3744,0.3142,0.3114,3.9054,3.8181089743589745,3.943029917250159,3.9723827874116893
0,176,0.356,0.3415,0.3025,3.9052,3.8036516853932585,3.9616398243045388,3.96099173553719
0,177,0.3214,0.3626,0.316,3.934,3.8444306160547606,3.980419194704909,3.9718354430379748
0,178,0.29,0.3767,0.3333,3.938,3.820689655172414,3.9856649853995223,3.986198619861986
0,179,0.2814,0.3578,0.3608,3.9213,3.799218194740583,3.9502515371716043,3.9878048780487805
0,180,0.2976,0.3319,0.3705,3.9144,3.776209677419355,3.968062669478759,3.977327935222672
0,181,0.3119,0.3212,0.3669,3.9093,3.7637063161269637,3.980074719800747,3.971109294085582
0,182,0.3235,0.3192,0.3573,3.9166,3.7857805255023185,3.988721804511278,3.970612930310663
0,183,0.3266,0.3355,0.3379,3.8807,3.717391304347826,3.9830104321907602,3.9369635986978397
0,184,0.3012,0.3547,0.3441,3.9029,3.74136786188579,3.986467437270933,3.9581517000871838
0,185,0.2816,0.3449,0.3735,3.8884,3.7091619318181817,3.9756451145259497,3.942971887550201
0,186,0.2797,0.3272,0.3931,3.8789,3.656775116195924,3.9660757946210268,3.9643856525057237
0,187,0.2996,0.3043,0.3961,3.8652,3.6081441922563418,3.979625369700953,3.9717243120424137
0,188,0.3153,0.2988,0.3859,3.8689,3.6140183951791944,3.9792503346720216,3.9917076962943767
0,189,0.3247,0.3136,0.3617,3.8558,3.5916230366492146,3.9850127551020407,3.9809234171965717
0,190,0.3231,0.3252,0.3517,3.8493,3.5803156917363044,3.97539975399754,3.979812340062553
0,191,0.302,0.3437,0.3543,3.8326,3.514569536423841,3.9799243526331103,3.960767710979396
0,192,0.2823,0.3351,0.3826,3.8497,3.540913921360255,3.9832885705759473,3.9605331939362256
0,193,0.275,0.3091,0.4159,3.8369,3.4709090909090907,3.987706243934002,3.9668189468622264
0,194,0.3116,0.287,0.4014,3.7944,3.4310012836970474,3.9738675958188154,3.948181365221724
0,195,0.3353,0.2891,0.3756,3.8053,3.461676110945422,3.989968868903494,3.969914802981896
0,196,0.3283,0.3151,0.3566,3.8409,3.5388364300944257,3.995556966042526,3.9823331463825014
0,197,0.293,0.3229,0.3841,3.8476,3.535494880546075,3.9947352121399815,3.9619890653475656
0,198,0.2991,0.2963,0.4046,3.8149,3.4115680374456705,3.991562605467432,3.9836875926841326
0,199,0.3144,0.2797,0.4059,3.7702,3.280534351145038,3.9949946371111906,3.994579945799458
0,200,0.3282,0.3032,0.3686,3.7443,3.2400975015234614,3.991754617414248,3.9896907216494846
0,201,0.322,0.3135,0.3645,3.7906,3.372360248447205,3.9923444976076556,3.986556927297668
0,202,0.3011,0.315,0.3839,3.8212,3.456326801727001,3.9834920634920636,3.974212034383954
0,203,0.2972,0.3031,0.3997,3.8455,3.505383580080754,3.9927416694160343,3.986740055041281
0,204,0.3059,0.2977,0.3964,3.8138,3.471395881006865,3.9701041316761843,3.9606458123107973
0,205,0.3017,0.288,0.4103,3.7995,3.469340404375207,3.9541666666666666,3.933707043626615
0,206,0.2869,0.2867,0.4264,3.8204,3.462879051934472,3.9822113707708406,3.952157598499062
0,207,0.2854,0.293,0.4216,3.8044,3.452697967764541,3.971331058020478,3.926470588235294
0,208,0.2906,0.2769,0.4325,3.8506,3.598072952512044,3.945467677862044,3.959537572254335
0,209,0.3257,0.2514,0.4229,3.8214,3.5600245624808107,3.9876690533015116,3.9238590683376686
0,210,0.3386,0.2672,0.3942,3.8407,3.6358535144713526,3.969311377245509,3.9294774226281075
0,211,0.3678,0.2749,0.3573,3.8242,3.573409461663948,3.979992724627137,3.9624965015393228
0,212,0.3797,0.2962,0.3241,3.8737,3.740321306294443,3.979743416610398,3.9330453563714904
0,213,0.356,0.3133,0.3307,3.8867,3.7502808988764045,3.977338014682413,3.9476867251285155
0,214,0.3279,0.3397,0.3324,3.8715,3.719731625495578,3.9652634677656757,3.9253910950661854
0,215,0.3355,0.3211,0.3434,3.8989,3.773472429210134,3.9822485207100593,3.943506115317414
0,216,0.3451,0.3036,0.3513,3.8948,3.8029556650246303,3.964426877470356,3.9248505550811275
0,217,0.3751,0.3156,0.3093,3.8957,3.8160490535857106,3.959442332065906,3.92725509214355
0,218,0.3764,0.3238,0.2998,3.909,3.867162592986185,3.9397776405188387,3.928285523682455
0,219,0.3538,0.3512,0.295,3.9094,3.875353306953081,3.9393507972665147,3.9145762711864407
0,220,0.3166,0.3666,0.3168,3.9222,3.9039797852179405,3.9427168576104745,3.9166666666666665
0,221,0.3233,0.3549,0.3218,3.9314,3.9257655428394678,3.9399830938292477,3.927594779366066
0,222,0.3159,0.3208,0.3633,3.9417,3.9493510604621718,3.9354738154613464,3.9405450041288193
0,223,0.3414,0.3007,0.3579,3.9204,3.9361452841241946,3.9155304289990025,3.909471919530595
0,224,0.3564,0.3151,0.3285,3.8917,3.9003928170594837,3.9133608378292606,3.861491628614916
0,225,0.3609,0.3255,0.3136,3.8871,3.8819617622610143,3.8814132104454684,3.8989158163265305
0,226,0.337,0.3458,0.3172,3.8856,3.878338278931751,3.8785425101214575,3.9010088272383356
0,227,0.3084,0.3546,0.337,3.873,3.848249027237354,3.8877608573040043,3.8801186943620176
0,228,0.3027,0.333,0.3643,3.8914,3.8889990089197224,3.872072072072072,3.9110623112819107
0,229,0.319,0.3022,0.3788,3.8813,3.864576802507837,3.874586366644606,3.900739176346357
0,230,0.3475,0.2889,0.3636,3.8544,3.8074820143884893,3.8771201107649707,3.881188118811881
0,231,0.3672,0.3124,0.3204,3.8387,3.7685185185185186,3.8818822023047375,3.877028714107366
0,232,0.3686,0.3345,0.2969,3.8371,3.78540423223006,3.8681614349775786,3.8662849444257326
0,233,0.3319,0.3684,0.2997,3.8396,3.7824645977704128,3.8751357220412594,3.8591925258591924
0,234,0.303,0.3638,0.3332,3.8537,3.8610561056105612,3.8496426608026386,3.8514405762304924
0,235,0.3017,0.3273,0.371,3.8437,3.8206827974809414,3.8411243507485486,3.864690026954178
0,236,0.3358,0.2726,0.3916,3.8324,3.793329362715902,3.820983125458547,3.8738508682328905
0,237,0.3709,0.2624,0.3667,3.8034,3.71286060932866,3.8113567073170733,3.8892827924734115
0,238,0.4031,0.2775,0.3194,3.7584,3.6306127511783677,3.8126126126126128,3.872573575453976
0,239,0.4138,0.2904,0.2958,3.7335,3.6198646689221845,3.7951101928374658,3.8319810682893847
0,240,0.3912,0.3073,0.3015,3.7875,3.728527607361963,3.807354376830459,3.843781094527363
0,241,0.3672,0.3206,0.3122,3.8181,3.789488017429194,3.826263256394261,3.8433696348494553
0,242,0.3481,0.3183,0.3336,3.866,3.8882505027291008,3.8875274897895067,3.822242206235012
0,243,0.3273,0.3228,0.3499,3.8678,3.8955087076076995,3.897459727385378,3.8145184338382396
0,244,0.3277,0.3321,0.3402,3.8779,3.9252364967958497,3.915085817524842,3.7960023515579073
0,245,0.3443,0.3279,0.3278,3.8542,3.9239035724658726,3.872522110399512,3.762660158633313
0,246,0.3361,0.315,0.3489,3.8591,3.963403748884261,3.8657142857142857,3.7526511894525654
0,247,0.3315,0.3276,0.3409,3.874,3.9800904977375566,3.858058608058608,3.786154297447932
0,248,0.3349,0.3336,0.3315,3.8545,3.9546133174081817,3.8729016786570742,3.734841628959276
0,249,0.3215,0.324,0.3545,3.8394,3.9897356143079317,3.865432098765432,3.6792665726375176
0,250,0.2922,0.3427,0.3651,3.8411,3.985968514715948,3.8558505981908375,3.711311969323473
0,251,0.2808,0.3338,0.3854,3.8288,3.962962962962963,3.871779508687837,3.6938245978204463
0,252,0.2774,0.3104,0.4122,3.8073,3.9509733237202593,3.8498711340206184,3.67855409995148
0,253,0.2711,0.2736,0.4553,3.8107,3.967539653264478,3.8278508771929824,3.7070063694267517
0,254,0.277,0.2687,0.4543,3.8593,3.980505415162455,3.8280610346110904,3.803874092009685
0,255,0.3016,0.2569,0.4415,3.8786,3.9897214854111405,3.8470221876216426,3.821064552661382
0,256,0.3128,0.2692,0.418,3.8858,3.9926470588235294,3.87518573551263,3.8126794258373207
0,257,0.315,0.2891,0.3959,3.8673,3.9806349206349205,3.86994119681771,3.775195756504168
0,258,0.3173,0.3331,0.3496,3.8721,3.961235423889064,3.8661062743920747,3.7969107551487413
0,259,0.3468,0.3427,0.3105,3.8644,3.989907727797001,3.8430113802159322,3.747826086956522
0,260,0.3403,0.3705,0.2892,3.8718,3.9861886570672938,3.882591093117409,3.723374827109267
0,261,0.323,0.4012,0.2758,3.8848,3.981424148606811,3.89481555333998,3.757070340826686
0,262,0.3161,0.4153,0.2686,3.8795,3.980702309395761,3.9068143510715148,3.718168279970216
0,263,0.3012,0.4249,0.2739,3.909,3.99734395750332,3.9686985172981877,3.719240598758671
0,264,0.2846,0.4242,0.2912,3.8761,3.995080815179199,3.9335219236209333,3.6761675824175826
0,265,0.2941,0.4241,0.2818,3.8912,3.9931995919755185,3.9483612355576514,3.698722498225692
0,266,0.2948,0.4349,0.2703,3.8512,3.971845318860244,3.903196137042998,3.6359600443951163
0,267,0.2876,0.4405,0.2719,3.8591,3.9690542420027817,3.9380249716231557,3.6149319602795145
0,268,0.286,0.4691,0.2449,3.8528,3.9793706293706292,3.925389042848007,3.5659452837893015
0,269,0.2775,0.4705,0.252,3.838,3.9794594594594597,3.917109458023379,3.5345238095238094
0,270,0.2528,0.4864,0.2608,3.8245,3.9790348101265822,3.902754934210526,3.5287576687116564
0,271,0.2314,0.4752,0.2934,3.8006,3.9822817631806395,3.88236531986532,3.5248807089297887
0,272,0.2519,0.4354,0.3127,3.7933,3.9944422389837237,3.8683968764354617,3.526702910137512
0,273,0.2953,0.3831,0.3216,3.7601,3.9796816796478156,3.8010963194988254,3.509639303482587
0,274,0.3168,0.3685,0.3147,3.7901,3.992424242424242,3.8252374491180463,3.5452812202097235
0,275,0.3217,0.3639,0.3144,3.7974,3.973267018961766,3.7922506183017313,3.623409669211196
0,276,0.3081,0.3803,0.3116,3.7854,3.973060694579682,3.7680778332895084,3.6209884467265727
0,277,0.3423,0.3612,0.2965,3.7794,3.9637744668419517,3.780730897009967,3.5649241146711637
0,278,0.3395,0.3775,0.283,3.7963,3.9749631811487482,3.777748344370861,3.606713780918728
